Question id,Question,Option 1,Option 2,Option 3,Option 4,Correct Option,Generated Option,Truth
524,If each interior angle of a regular polygon is 1650 then the number of sides will be,a. 24,b. 72,c. 26,d. 12,a,c,Wrong
525,"The measures of Three angles of a triangle are in ratio 3 : 4 : 5, then the measure of its greatest angle is",a. 55o,b. 65o,c. 80o,d. 75o,d,c,Wrong
526,If the area of an equilateral triangle is 64 √3 cm2  Then its perimeter will be,a. 24 cm,b. 48 cm,c. 64 cm,d. 32 cm,b,b,Right
527,The time does the minute hand of a watch take to describe an angle of ¾ 𝜋 radians is –,a. 45 minutes 30 seconds,b. 45 minutes,c. 22 minutes 30 seconds,d. 22 minutes,c,c,Right
528,"If cosec A = 2, then the value of \(\begin{array}{l}tan A + \frac{cos A}{1+sin A}\end{array} \) will be",a. \(\begin{array}{l}\frac{1}{2\sqrt{3}}\end{array} \),b. \(\begin{array}{l}\frac{2}{\sqrt{3}}\end{array} \),c. \(\begin{array}{l}\frac{1}{\sqrt{3}}\end{array} \),d. \(\begin{array}{l}2\sqrt{3}\end{array} \),b,c,Wrong
529,"Two poles of height 12 meters and 20 meters are standing on a plane ground  If distance between their feet is 15 meters, then the distance between upper ends of poles will be",a. 15 meters,b. 16 meters,c. 17 meters,d. 18 meters,c,c,Right
530,Vaibhav takes 24 minutes to complete one round of a circular path of a sports field  While Rohan takes 18 minutes for the same  Suppose both of them start from the same point and at the same time and go in the same direction  After how much time will they meet again at the starting point?,a. 48 minutes,b. 24 minutes,c. 72 minutes,d. 36 minutes,c,c,Right
531,"If seventh term of an arithmetic progression is 20 and 22nd term is 50, then 30th term will be –",a. 66,b. 68,c. 64,d. 62,a,b. 68,Wrong
532,"If tan3P = sin45o cos45o + sin 30o, then the value of P will be  ( P < 90o )",a. 15o and 45o,b. 15o and 60o,c. 15o and 75o,d. 45o and 60o,c,c,Right
533,"If ratio of length of a vertical rod and length of its shadow is √3:1, then the angle of elevation of sun will be",a. 30o,b. 45o,c. 60o,d. 90o,c,a,Wrong
534,"Triangle formed by the vertices (2, -2), (-2, 1) and (5, 2) will be –",a. Scalene triangle,b. Equilateral triangle,c. Isosceles triangle,d. Right-angle triangle,c,c,Right
535,Locus of the centre of rolling circle in a plane will be,a. Circle,b. Line parallel to the plane,c. Curve,d. Line perpendicular to the plane,b,a,Wrong
536,In the given figure DE||BC and AD/DB = ⅗ if AC = 16 units then the value of AE will be,a. 4 units,b. 5 units,c. 6 units,d. 8 units,c,a,Wrong
537,The length of a minute hand of a clock is 6 cm  What will be the area (approximate) of the sector swept by this minute hand within 45 minutes,a. 85.84 cm2,b. 14.12 cm2,c. 84.85 cm2,d. 12.14 cm2,c,a,Wrong
538,"In a single throw of two dice, what will be the probability of getting a total of 8",a. 1/36,b. ⅚,c. ⅙,d. 5/36,d,a,Wrong
539,Which period is known as ‘Arab spring’?,a. 2010-2013,b. 2007-2010,c. 2006-2016,d. 2012-2015,a,a,Right
540,Which one of the following was not included among the Axis nations during the First World War?,a. Italy,b. Germany,c. Hungary,d. Turkey,a,a,Right
541,Who was the writer of ‘Ananda Math’?,a. Bal Gangadhar Tilak,b. Bankim Chandra Chatterjee,c. Dayanand Saraswati,d. Raja Rammohan Roy,b,b,Right
542,Dhapi Dadi is related to which village of Sikar peasant movement?,a. Kudan,b. Palthana,c. Katrathal,d. Ghassu,a,b,Wrong
543,Which newspaper compared the Neemuchana massacre to the Jallianwala Bagh massacre?,a. Rajputana,b. Riyasat,c. Rajasthan,d. Kisan,b,b,Right
544,Which one of the following places did not Swai Jaisingh build the observatory?,a. Agra,b. Banaras,c. Mathura,d. Ujjain,a,b,Wrong
545,Which of the following ruler’s tomb is situated in the middle of the lake?,a. Babar,b. Sher Shah,c. Akbar,d. Jahangir,b,d,Wrong
546,Which lake is located in Rajsamand district?,a. Tal chhapar,b. Nauchouki,c. Tordisagar,d. Navlekha,b,a,Wrong
547,Which one of the following is a food crop?,a. Sugarcane,b. Tobacco,c. Barley,d. Tea,c,c,Right
548,Which district in Rajasthan is called the cement city?,a. Chittorgarh,b. Kota,c. Bundi,d. Pratapgarh,a,d,Wrong
549,Which of the following is the highest Literacy-rate district of Rajasthan?,a. Ajmer,b. Jaipur,c. Kota,d. Udaipur,c,b,Wrong
550,Which is the major source of rainwater storage in the Shekhawati region?,a. Khadin,b. Tanka,c. Nadi,d. Johad,d,a,Wrong
551,Latitudinal extension of India is,a. 8o4’ Northern latitude to 37o4’ Northern latitude,b. 8o4’ Northern latitude to 37o6’ Northern latitude,c. 8o2’ Northern latitude to 37o8’ Northern latitude,d. 8o5’ Northern latitude to 37o5’ Northern latitude,b,b,Right
552,Which of the following rivers does not fall in the Bay of Bengal?,a. Kaveri,b. Mahanadi,c. Narmada,d. Godawari,c,c,Right
553,What is “Kall Vaishaki”?,a. Cyclones in the Arabian sea,b. Rainfall due to mediterranean cyclone in winter season,c. Rainfall on the Malabar coast in summer season,d. Dust storm in west Bengal region during summer season,d,a,Wrong
554,When was the unification of Rajasthan completed?,"a. 30th March, 1949","b. 15th May, 1948","c. 26th January, 1950","d. 1st November, 1956",d,d,Right
555,"From which district of Rajasthan, the modern three-tier of Panchayati Raj system was launched on October 2nd, 1959?",a. Ajmer,b. Nagaur,c. Jaipur,d. Bikaner,b,d,Wrong
556,"When was the constitution of India adopted, enacted and spirited?","a. 26th November, 1949","b. 26th October, 1948","c. 26th January, 1950","d. 26th January, 1949",a,a,Right
557,In which schedule of Indian constitution the functions of municipal councils were listed by the 74th constitutional amendment?,a. In 8th Schedule,b. In 12th Schedule,c. In 10th Schedule,d. In 9th Schedule,b,b,Right
558,"Where did the 18th summit of ‘SAARC’ take place in November, 2014?",a. Nepal,b. New Delhi,c. Bhutan,d. Maldiv,a,a,Right
559,What can be the maximum number of members of Rajya Sabha as per constitutional provision?,a. 245,b. 233,c. 250,d. 230,c,c,Right
560,According to which article of Indian constitution ‘Money Bills’ can be proposed in Lok Sabha only?,a. 109,b. 107,c. 105,d. 103,a,c,Wrong
561,Who has the right to cast a vote if there are equal votes in favour and in against a question in the state Legislative Assembly?,a. The Governor,b. The Chief Minister,c. The Speaker of State Legislative Assembly,d. The Deputy Speaker of State Legislative Assembly,c,c,Right
562,How many members can be maximum in the state cabinet according to the 91st constitutional amendment?,a. 10% of total number of members of legislative assembly,b. 25% of total number of members of legislative assembly,c. 20% of total number of members of legislative assembly,d. 15% of total number of members of legislative assembly,d,c,Wrong
563,Till what age can the Judges of the high court hold his post?,a. 62 years,c. 60 years,c. 65 years,d. 68 years,a,a,Right
564,The nation having a mixed economy is,a. China,b. India,c. Japan,d. France,b,d,Wrong
565,The Green revolution started in,a. 1966-67,b. 1970-71,c. 1988-89,d. 2001-02,a,a,Right
566,The Central bank of India is,a. State Bank,b. Indian Industrial Development Bank,c. Export – Import Bank,d. Reserve Bank of India,d,d,Right
567,The money is deposited for a fixed period of time in this account,a. Fixed deposit account,b. Saving bank account,c. Current account,d. Recurring deposit account,a,a,Right
568,"When the benefits of development reach the people of all the sections of the society, it is called",a. Economic Development,b. Continuous Development,c. Assimilated Development,d. Human Development,c,d,Wrong
569,"The process which increases the role of private sector in economy, is called",a. Liberalization,b. Privatization,c. Globalization,d. Swadeshi,b,a,Wrong
570,The concept of Relative poverty is comparatively more relevant in these countries –,a. Undeveloped countries,b. Under-developed countries,c. Developing countries,d. Developed countries,d,c,Wrong
571,"4, 8, 16, 32, 64, 128, __?",a. 256,b. 228,c. 512,d. 192,a,c,Wrong
572,"3, 6, 11, 18, 27, __?",a. 48,b. 38,c. 36,d. 56,b,c,Wrong
573,"2, 4, 12, 48, 240, __?",a. 1440,b. 1200,c. 480,d. 960,a,a. 1440,Wrong
574,"15, 18, 111, 114, 117, __?",a. 125,b. 123,c. 121,d. 120,d,c,Wrong
575,"33, 44, 35, ?, 37, 46, 39, 47",a. 36,b. 47,c. 45,d. 48,c,c,Right
576,"4, 6, 10, 16, 24, __?",a. 30,b. 40,c. 36,d. 34,d,c,Wrong
577,"A, CD, GHI, __?, UVWXY",a. NOPQ,b. MNO,c. MNOP,d. NOPQ,c,d,Wrong
578,Clock : Time :: Thermometer : __?,a. Heat,b. Radiation,c. Energy,d. Temperature,d,d,Right
579,Ink : Pen :: Blood : __?,a. Vein,b. Donation,c. Accident,d. Doctor,a,a,Right
580,Ship : Captain :: Aeroplane : __?,a. Air-hostess,b. Runway,c. Pilot,d. Airport,c,c,Right
581,Bat : Ball :: Badminton : ?,a. Ball,b. Table,c. Court,d. Shuttle-cock,d,d,Right
582,Mass : Kilogram :: Length : __?,a. Volt,b. Kelvin,c. Meter,d. Ampere,c,c,Right
583,Day : Night :: Positive : __?,a. Negative,b. Sun,c. Moon,d. Number,a,a,Right
584,CLP : DOR : : JPT : __?,a. KQU,b. IMS,c. LQV,d. KSV,d,a,Wrong
585,Bread is related to wheat in the same way as Brick is related to_______,a. Fire,b. Clay,c. Cement,d. Smoke,b,b,Right
586,Accidents are related to carefulness in the same way as Disease is related to____,a. Treatment,b. Medicine,c. Absence of Sanitation,d. Doctor,c,c,Right
587,Choose the odd one out from the following,a. Sun,b. Mars,c. Earth,d. Star,d,d,Right
588,Find the odd term,a. 27,b. 25,c. 16,d. 9,a,c,Wrong
589,Find the odd one out,a. Solid,b. Liquid,c. Gas,d. Water,d,d,Right
590,Choose the odd one out,a. Ear,b. Eye,c. Nose,d. Throat,d,d,Right
591,"In language, POPULAR is coded as ONOTKZQ which word would be coded as GBNPVT ?",a. FAMOSU,b. FAMOUS,c. FASOUM,d. FOSAUM,O,b,Wrong
592,"In a certain code SIKKIM is written as THLJJL, how is TRAINING written in that code?",a. SQBHOHOH,b. UQBJOHHO,c. UQBHOHOF,d. UQBJOHOH,c,b,Wrong
593,"In a certain language CHAMPION is coded as HCMAIPNO, how is POSITIVE coded in that language ?",a. OPISITEV,b. POISITEV,c. OPSIITEV,d. OPISTIVE,a,d,Wrong
594,"If air is called ‘blue’, ‘blue’ is called ‘sky’, ‘sky’ is called ‘yellow’, ‘yellow’ is called ‘water’ and ‘water’ is called ‘pink’  Then what is the colour of ‘clear sky’?",a. Blue,b. Yellow,c. Pink,d. Sky,d,a,Wrong
595,"Introducing a person to her husband, a woman said: “his brother’s father is the only son of my grandfather”  How is the woman related to this person?",a. Mother,b. Sister,c. Daughter,d. Aunt,b,c,Wrong
596,"Six students A, B, C, D, E and F are sitting in the field  A and B are from Gwalior, while the rest are from Bhopal  D and F are tall while others are short  A, C and D are girls while others are boys  Which is the tall girl from Bhopal?",a. C,b. D,c. E,d. F,b,b,Right
597,Nitin ranks fifteen in a class of 39  What is his rank from the last?,a. 23,b. 24,c. 25,d. 26,c,a,Wrong
598,"In the numbers from 100 to 1000, how many times digit 1 comes at the ten’s place?",a. 9,b. 10,c. 90,d. 900,c,c,Right
599,"If the numbers from 5 to 75, which are exactly divisible by 5 are arranged in descending order, which number would come at the 12th place from the bottom?",a. 45,b. 50,c. 55,d. 60,d,b,Wrong
600,A man is facing South-West and then he turns 135o in the anti-clockwise direction and then again he turns 180o clockwise  In which direction is he facing now?,a. West,b. East,c. South,d. North,a,b,Wrong
601,"A girl goes 40 meters North, then turns right and walks 20 meters, then again she turns right and walks 20 meters and again she turns right and walks 20 meters  How many meters is she from her original position?",a. 10 m,b. 30 m,c. 20 m,d. 0 m,c,d,Wrong
602,"If ‘Q’ means “add to”, ‘K’ means “multiply by’’, ‘S’ means ‘’subtract from’’ and ‘L’ means “divide by’’ then, 2 0 L 2 Q 3 K 7 S 8 = ?",a. 3,b. 23,c. 22,d. 39,b,b,Right
603,"A father is now 2 times as old as his son  Five years back, he was 3 times as old as his son  The son’s age is",a. 5,b. 10,c. 15,d. 20,b,b,Right
604,Today is Rakesh’s birthday  Two years from today he will be thrice as old as he was 10 years ago  How old is Rakesh today?,a. 14,b. 15,c. 16,d. 25,c,b,Wrong
605,Calendar for 2016 will also serve for the year,a. 2021,b. 2020,c. 2022,d. 2023,O,b,Wrong
606,Number of times the hands of clock are in a straight line in 24 hours is,a. 22,b. 24,c. 42,d. 44,d,d,Right
607,Find the number which when added to itself 15 times gives 144,a. 7,b. 8,c. 9,d. 10,c,c,Right
608,"A group of 420 persons consisting of coaches and players are there to participate in an event  For every 20 players, there is a coach  Find the number of coaches in the group",a. 20,b. 19,c. 18,d. 17,a,c,Wrong
609,S  I  Unit of magnetic field B is:,a. Newton / Ampere x metre,b. Newton / Ampere,c. Ampere x metre,d. Ampere x Coulomb,a,b,Wrong
610,Which of the following is an equation for position  Time relation?,a. v = u +at,b. 2as = v2 – u2,c. E = mc2,d. S = ut + ½ at2,d,d,Right
611,Value of 1 eV is:,a. 1.602 × 10-15 J,b. 1.602 × 10-19 J,c. 1.602 × 10-16 C,d. 1.602 × 10-23 Ergs,b,a,Wrong
612,The least distance of distinct vision for healthy eye is:,a. 25 km,b. 25 m,c. 25 cm,d. 25 mm,c,a,Wrong
613,Where does image form in the human eye?,a. Comea,b. Pupil,c. Iris,d. Retina,d,d,Right
614,An object of mass 15 kg is moving with a uniform velocity of 4MS-1  What is the kinetic energy possessed by the object?,a. 15 kg . m2,b. 120 kg . m2/s2,c. 120 J/s,d. 240 J,b,c,Wrong
615,The acronym ‘SONAR’ stands for,a. Sound Navigation and Ranging,b. Solar Navigation and Ranging,c. Sound Navigation and Nuclear Reaction,d. Sound Navigation and Rectification,a,a,Right
616,Equivalent resistance in a parallel combination of resistances is:,a. R = R1+R2+R3+….,b. 1/R = R1+R2+R3+….,c. 1/R = 1/R1 + 1/R2 + 1/R3+….,d. R = 1/R1 + 1/R2 + 1/R3+….,c,c,Right
617,Focal length of thin lens is given by:,a. \(\begin{array}{l}\frac{1}{f}=\frac{1}{v}-\frac{1}{u}\end{array} \),b. f = u + v,c. \(\begin{array}{l}f^{2}=\frac{1}{v}-\frac{1}{u}\end{array} \),d. \(\begin{array}{l}\frac{1}{f}=\frac{1}{v}+\frac{1}{u}\end{array} \),a,a,Right
618,The device / machine to produce electric current is:,a. Generator,b. Motor,c. Galvanometer,d. Ammeter,a,a,Right
619,Which of the following is used to make Solar panel?,a. Cobalt,b. Silicon,c. Nickel,d. Manganese,b,b,Right
620,Which of the following is a major constituent of Biogas?,a. Ethane,b. Oxygen,c. Carbon dioxide,d. Methane,d,d,Right
621,Fatty foods become rancid due to process of,a. Oxidation,b. Corrosion,c. Reduction,d. Hydrogenation,a,a,Right
622,Which of the following are physical changes?,A. Melting of iron metal,B. Rusting of iron,C. Bending of an iron rod,D. Drawing a wire of iron metal,c,A,Wrong
623,The nucleus of an atom contains-,a. Protons,b. Electrons,c. Protons and neutrons,d. Neutrons,c,c,Right
624,By whom was the neutron discovered?,a. Bohr,b. Chadwick,c. Rutherford,d. Dalton,b,b,Right
625,A chemical equation is said to be balanced if the number of,a. Compounds are the same on both sides.,b. Molecules are the same on both sides.,c. Number of atoms are the same on both sides.,d. Number of electrons are the same on both sides.,c,c,Right
626,Name the element which is common to all acids?,a. Sulphur,b. Chlorine,c. Nitrogen,d. Hydrogen,d,d,Right
627,Dilution is the process of –,a. Mixing acid with water,b. Mixing strong acid with strong base,c. Mixing acid or base with water,d. Mixing strong acid with weak base,c,c,Right
628,What type of reaction takes place when an acid is dissolved in water?,a. Exothermic,b. Endothermic,c. Substitution,d. Elimination,a,a,Right
629,The ability of metals to be drawn into thin wire is known as:,a. Ductility,b. Malleability,c. Sonority,d. Conductivity,a,a,Right
630,Which of the following non-metal is a good conductor of electricity?,a. Graphite,b. Phosphorus,c. Hydrogen,d. Bromine,a,a,Right
631,Synthesis of Bile Juice takes place in which of the following parts of Body?,a. Gall Bladder,b. Liver,c. Nephron,d. Hypothalamus,b,b,Right
632,Which is Phytohormone?,a. Auxin,b. Gibberellin,c. Cytokinin,d. All of the above,d,d,Right
633,pH of which of the following is acidic in nature?,a. Gastric Juice,b. Bile Juice,c. Pancreatic Juice,d. Intestinal Juice,a,a,Right
634,Which of the following have Naked Seed?,a. Algae,b. Bryophyta,c. Gymnosperm,d. Angiosperm,c,c,Right
635,Kreb’s cycle found in which part of the cell?,a. Mitochondria,b. Cell membrane,c. Golgi body,d. Nucleus,a,a,Right
636,Which of the following is not found in Prokaryotes except?,a. Endoplasmic reticulum,b. Mitochondria,c. Ribosome,d. Golgi body,c,a,Wrong
637,Which of the following characters are found in mammals?,a. Hair,b. Mammary gland,c. Air-sack,d. Both (A) and (B),d,d,Right
638,DNA of Eukaryotes have –,a. Fatty acid,b. Cholesterol,c. Histone,d. All of the above,c,c,Right
639,Which of the following is monocotyledon?,a. Wheat,b. Maize,c. Banana,d. All,d,a,Wrong
640,Deficiency of which hormone causes diabetes mellitus?,a. Thyroid,b. Insulin,c. Relaxin,d. Parathormone,b,b,Right
641,Which of the following is/are the correct statement (s)?,a. Synthesis of urea takes place in the liver.,b. Eukaryotes have mitochondria,c. Virus is prokaryote,d. Both (A) and (B),d,a,Wrong
642,Tracheal ring in Human consist of following –,a. Hyaline Cartilage,b. Fibrous Cartilage,c. Bone,d. Muscle,a,a,Right
643,Human Evolution was supposed to take place in,a. America,b. Asia,c. Africa,d. Australia,c,c,Right
644,Which is the oldest ‘Veda’?,a. Rigveda,b. Samveda,c. Yajurveda,d. Atharvaveda,a,b,Wrong
645,Which dynasty started coins with the Veena emblem?,a. Maurya dynasty,b. Gupta dynasty,c. Vardhan dynasty,d. Rajput dynasty,b,c,Wrong
646,“Prayag Prashasti” was written by-,a. Aryabhatt,b. Vishnu Sharma,c. Harishen,d. Kalidas,c,c,Right
647,Who wrote Padmavat?,a. Kalidas,b. Prithviraj,c. Malik Mohammad Jayasi,b. Dhananand,c,c,Right
648,Battle of Haldighati was fought in-,a. 1576 AD,b. 1580 AD,c. 1528 AD,d. 1572 AD,a,c,Wrong
649,Who was Shivaji’s mother?,a. Jija Bai,b. Kamla Bai,c. Putli Bai,b. Durga Devi,a,c,Wrong
650,Which ruler’s reign is called the Golden Age of Mughal Paintings?,a. Babur,b. Jahangir,c. Aurangzeb,d. Shahjahan,b,b,Right
651,British East India Company was established in-,a. 1600 AD,b. 1540 AD,c. 1650 AD,d. 1700 AD,a,c,Wrong
652,Who was the last Mughal king?,a. Shershah,b. Aurangzeb,c. Bahadur Shah Zafar – II,d. None of the above,c,c,Right
653,Which Governor General started the Subsidiary Alliance?,a. Lord Cornwallis,b. Lord Rippon,c. Lord Wellesley,d. Lord Curzon,c,b,Wrong
654,Anand Math was written by-,a. Swami Vivekanand,b. Deenbandhu Mishra,c. Bankimchandra Chatterjee,d. Ravindranath Tagore,c,c,Right
655,Who established the Khalsa Organisation?,a. Guru Nanak Dev,b. Guru Kripal Singh,c. Guru Govind Singh,d. None of these,c,c,Right
656,Who was the President of the first session/conference of congress?,a. Dadabhai Naoroji,b. Arvind Ghosh,c. Gopal Krishna Gokhale,d. Vyomesh Chandra Banerjee,d,c,Wrong
657,Founder of ‘Satya Shodhak Samaj’ was-,a. Swami Vivekanand,b. Atmaram,c. Jyotiba Phule,d. Mahatma Gandhi,c,c,Right
658,Unit of measuring noise is-,a. Centimetre,b. Decibel,c. Celsius,d. Millibar,b,b,Right
659,The standard time of India is calculated from –,a. 72o East Longitude,b. 80o 30′ East Longitude,c. 82o 30′ East Longitude,d. 85o East Longitude,c,c,Right
660,The Tropic of Cancer does not pass through which State of India?,a. Gujarat,b. Maharashtra,c. Chhattisgarh,d. Madhya Pradesh,b,c,Wrong
661,Which among the following rivers is known as Ganga of South India?,a. Narmada river,b. Krishna river,c. Kaveri river,d. Godavari river,d,c,Wrong
662,According to the 2011 census which is the most densely populated State?,a. Uttar Pradesh,b. Bihar,c. Kerala,d. West Bengal,b,b,Right
663,Keoladeo Ghana Bird Sanctuary is located in –,a. Kerala,b. Rajasthan,c. West Bengal,d. Madhya Pradesh,b,b,Right
664,The longest railway route of the world is,a. Trans Siberian Railway,b. Canadian Pacific Railway,c. Trans Indian Railway,d. All of the above,a,a,Right
665,Name the area of India where earthquakes often occur (high incidence zones),a. Kutch,b. Aravali mountain,c. Orissa coast,d. Goa,a,a,Right
666,"In a democracy, Sovereignty resides in the –",a. President,b. Parliament,c. Prime Minister,d. People,d,d,Right
667,The Chief Election Commissioner of India is appointed by –,a. President,b. Prime Minister,c. Governor,d. Deputy Prime Minister,a,a,Right
668,According to which article untouchability has been abolished by the Constitution of India?,a. Article – 14,b. Article – 15,c. Article – 16,d. Article – 17,d,d,Right
669,The term of Lok Sabha is –,a. 3 Years,b. 4 Years,c. 5 Years,d. 6 Years,c,b,Wrong
670,Where is the High Court of Madhya Pradesh state situated?,a. Bhopal,b. Indore,c. Jabalpur,d. Gwalior,c,a,Wrong
671,"The State having a maximum population of poor, in India is",a. Meghalaya,b. Assam,c. Bihar,d. Madhya Pradesh,c,c,Right
672,Which of the following scheme provides 100 days of employment?,a. National Rural Employment Guarantee Scheme,b. National Rural Health Mission,c. National Rural Livelihood Mission Scheme,d. Prime Minister Jan Dhan Scheme,a,c,Wrong
673,The main function of money is –,a. Medium of exchange,b. Mode of payment,c. Price holding,d. All of the above,d,d,Right
674,Which bank is known as the Central Bank of India?,a. Reserve Bank of India,b. State Bank of India,c. Foreign Exchange Bank,d. International Bank,a,a,Right
675,Producers can be arbitrary with respect to the quality and price of goods in,a. Competitive market,b. Monopoly,c. Agricultural product,d. None of the above,b,c,Wrong
676,"A right circular cylinder is just enclosing a sphere of radius r, then:",a. Surface area of the sphere is equal to the curved surface area of the cylinder.,b. Surface area of the sphere is equal to the total surface area of the cylinder.,c. Surface area of the sphere is less than the curved surface area of the cylinder.,d. Surface area of the sphere is greater than the curved surface area of the cylinder.,a,d,Wrong
677,Zeros of polynomial x2 – 2x are:,a. only 2,"b. 0, 2","c. 2, 2","b. 0, 0",b,b,Right
678,"The median and mode of 14, 25, 14, 28, 18, 17, 18, 14, 23, 22, 14, 18 are:",a. 18 and 14,b. 17 and 18,c. 18.5 and 14,d. 18 and 18.5,a,b,Wrong
679,Largest chord of the circle is:,a. Radius,b. Diameter,c. Both (a) and (b),d. None of the above,b,b,Right
680,"In Euclid’s division lemma, for a given positive integer a and b, there exist unique integer’s q and r satisfying a = bq + r, here :",a. r ≠ 0,b. 0 ≤ r < b,c. r > b,d. r = q,b,b,Right
681,"The value of p for which pair of equations 4x + py + 8 = 0, 2x + 2y + 2 = 0, have unique solution is",a. p = 4,b. p = 8,c. p ≠ 4,d. p ≠ 2,c,c,Right
682,Which of the following is not a quadratic equation?,a. (x – 2)2 + 1 = 2x – 3,b. x(x + 1) + 8 = (x + 2)(x – 2),c. x(2x + 3) = x2 + 1,d. (x + 2)3 = x3 + 4,b,d,Wrong
683,How many two digit numbers are there which are divisible by 3?,a. 29,b. 30,c. 33,d. 35,b,b,Right
684,"The point (7, 3) divides the line segment joining the points (4, -3) and (8, 5) internally in ratio :",a. 2 : 3,b. 7 : 4,c. 3 : 2,d. 3 : 1,d,3 : 1,Wrong
685,"A vertical pole of length 6 m casts a shadow 4 m long on the ground and at the same time a tower casts a shadow 28 m long, then the height of the tower is :",a. 28 m,b. 48 m,c. 53 m,d. 42 m,d,c,Wrong
686,The value of tan 48o tan 23o tan 42o tan 67o is,a. 0,b. \(\begin{array}{l}\frac{\sqrt{3}}{2}\end{array} \),c. 1,d. \(\begin{array}{l}\sqrt{3}\end{array} \),c,d,Wrong
687,"An iron rod of diameter 1 cm and length 8 cm is drawn into a wire of length 18 m of uniform thickness, then the radius of the wire will be :",a. 1 / 30 cm,b. 1 / 900 cm,c. ⅓ cm,d. 3 cm,a,a,Right
688,"Number of terms in A P  23, 21, 19, ……  5 are :",a. 11,b. 10,c. 9,d. 8,b,c,Wrong
689,"One card is drawn from a well-shuffled deck of 52 cards, the probability that the card drawn is not an ace",a. 12 / 13,b. 1 / 13,c. 1 / 52,d. 4 / 13,a,12 / 13,Wrong
690,Which of the following statements is true?,a. Every whole number is a natural number.,b. Every integer is a rational number.,c. Every rational number is an integer.,d. None of these,b,b,Right
691,Find out the correct term which is different from three others and mark the correct option,a. Anxiety,b. Anger,c. Sorrow,d. Feeling,d,d,Right
692,Find out the correct alternative for Lungs : Oxygen :: Heart : ?,a. Pump,b. Blood,c. Heart beat,d. Breathing,b,b,Right
693,Find out the correct alternative for QNKG : KHEA :: YVSO: ?,a. SPMI,b. LIFE,c. CZWT,d. SVYC,a,CZWT,Wrong
694,Find out the correct alternative for BGF : 80 :: DHC : ?,a. 90,b. 94,c. 92,d. 96,c,92,Wrong
695,Find out the correct alternative for Carpenter : wood :: Cobbler: ?,a. Shoe,b. Sandil,c. Animal,d. Leather,d,a,Wrong
696,"Find out the missing term in; 22, 3, 19, 9, 16, 27, 13, 81, 10, ?, ?","a. 7, 243","b. 162, 13","c. 243, 7","d. 342, 4",c,"c. 243, 7",Wrong
697,"Find out the missing term in; a, u, d, q, ?, ?, j, i, m, e, p, a","a. h, I","b. g, I","c. h, m","d. g, m",d,a,Wrong
698,"Find out the missing term in; 392, 365, 342, 323, 308, ?, 290, 287",a. 297,b. 293,c. 289,d. 301,a,b,Wrong
699,"Find out the missing term in; UQN, LHE, CYV, _ _ _, KGD",a. QNK,b. WZD,c. TPM,d. KOS,c,b,Wrong
700,"Find out the missing term in; 0, 2, 6, 10, 50, 56, ?",a. 392,b. 336,c. 112,d. 64,a,b,Wrong
701,"Find out the missing term in; C, E, H, L, Q, ?, D, L",a. U,b. W,c. V,d. X,b,b,Right
702,"Find out the missing term in; A2B, B3F, C4L, ?",a. DII,b. DST,c. DSU,d. DSO,b,b,Right
703,"Find out the missing term in; 6, 10, 22, 42, 86, 170, ?",a. 254,b. 212,c. 243,d. 342,d,254,Wrong
704,Choose the correct order of signs for; 18 = 5 + 4 ÷ 2 x 28,a. + x ÷ =,b. = + x ÷,c. + = ÷ x,d. x = ÷ +,a,b,Wrong
705,Choose the correct order of signs for; 18 ÷ 6 = 3 x 9 + 36,a. + ÷ x =,b. ÷ + = x,c. + x ÷ =,d. x ÷ = +,a,c,Wrong
706,Find out the correct sequence and missing symbols in; c _ ba _ cb _cc _ ac _ ba,a. cabac,b. ccabc,c. acabc,d. bcaac,b,c,Wrong
707,Find out the correct sequence and missing symbols in; ma _ ma _ mam_ aIm_ mm _ I,a. Imala,b. mlama,c. mlmaa,d. lamam,c,c,Right
708,If any code language MARCH is written as KCPEF  What will be the code of ORDER in the same code language?,a. MTBGP,b. MPBCP,c. LOABO,d. QPFCT,a,b,Wrong
709,If in any code language EIMR is written as CFIM  How will GKOR be written in that code language?,a. FUN,b. EHKM,c. EILN,d. FHLN,b,d,Wrong
710,If in any code language FISH is written as IMXN  What will be the code of MALE in the same code language?,a. PDOH,b. QEPJ,c. ODPJ,d. PEQK,d,c,Wrong
711,If the first day of any month is monday  What date will be on the fourth Saturday of that month?,a. 26,b. 27,c. 28,d. 29,b,a,Wrong
712,"If a child was born on 3rd August 2020 on Monday  After 5 months and five days, what date and day will be?","a. 9 Jan, Saturday","b. 10 Jan, Sunday","c. 7 Jan, Thursday","d. 8 Jan, Wednesday",a,d,Wrong
713,"A frog leaps each time for two feet and roll down for half feet  According to this procedure, how many times will it attempt to reach for nine feet?",a. 9,b. 8,c. 7,d. 6,d,c,Wrong
714,"A student walks towards the north direction, he turns to his right and turns right again, after that he turns to his left  Now in which direction is he going?",a. East,b. West,c. North,d. South,a,b,Wrong
715,"A student walks for 10 meters towards east from any point, turning to her left she walks for 5 meters, she turns to her left again and walks for 10 meters  Now, how far and in which direction is she from the beginning point?",a. 25 meter North,b. 5 meter West,c. 5 meter North,d. 15 meter West,b,d,Wrong
716,"If in any code language, sun is called the moon, the moon is called as stars, stars are called the cloud, the cloud is called water and water is called the sun, then by whom will it rain ____",a. Cloud,b. Stars,c. Sun,d. Water,d,a,Wrong
